Fecha;RENTABILIDAD
11.09.2019;6,2
10.09.2019;6,27
09.09.2019;6,23
06.09.2019;6,165
05.09.2019;6,18
04.09.2019;6,17
03.09.2019;6,24
02.09.2019;6,26
30.08.2019;6,2
29.08.2019;6,25
28.08.2019;6,25
27.08.2019;6,17
26.08.2019;6,14
23.08.2019;6,155
22.08.2019;6,134
21.08.2019;6,104
20.08.2019;6,058
16.08.2019;6,045
15.08.2019;6,112
14.08.2019;6,126
13.08.2019;6,2
12.08.2019;6,264
09.08.2019;6,21
08.08.2019;6,21
06.08.2019;6,25
05.08.2019;6,24
02.08.2019;6,12
01.08.2019;6,177
31.07.2019;6,12
30.07.2019;6,2
29.07.2019;6,147
26.07.2019;6,063
25.07.2019;6,081
24.07.2019;6,076
23.07.2019;6,125
22.07.2019;6,098
19.07.2019;6,125
18.07.2019;6,23
17.07.2019;6,19
16.07.2019;6,235
15.07.2019;6,215
12.07.2019;6,24
11.07.2019;6,231
10.07.2019;6,176
09.07.2019;6,18
08.07.2019;6,17
05.07.2019;6,155
04.07.2019;6,04
03.07.2019;6,055
02.07.2019;6,146
28.06.2019;6,309
27.06.2019;6,362
26.06.2019;6,36
25.06.2019;6,37
21.06.2019;6,391
20.06.2019;6,306
19.06.2019;6,452
18.06.2019;6,48
17.06.2019;6,52
14.06.2019;6,37
13.06.2019;6,36
12.06.2019;6,5
11.06.2019;6,511
10.06.2019;6,55
07.06.2019;6,631
06.06.2019;6,68
05.06.2019;6,696
04.06.2019;6,75
31.05.2019;6,813
30.05.2019;6,83
29.05.2019;6,86
28.05.2019;6,9
27.05.2019;6,923
24.05.2019;6,93
23.05.2019;7
22.05.2019;6,941
21.05.2019;6,954
20.05.2019;6,95
17.05.2019;6,96
16.05.2019;6,939
15.05.2019;6,948
14.05.2019;6,939
13.05.2019;6,91
10.05.2019;6,85
09.05.2019;6,9
08.05.2019;6,951
07.05.2019;7,015
06.05.2019;7,01
03.05.2019;6,994
02.05.2019;7,037
30.04.2019;6,991
29.04.2019;6,993
26.04.2019;6,95
25.04.2019;6,93
24.04.2019;6,881
23.04.2019;6,82
22.04.2019;6,8
17.04.2019;6,785
16.04.2019;6,83
15.04.2019;6,762
12.04.2019;6,75
11.04.2019;6,739
10.04.2019;6,71
09.04.2019;6,74
08.04.2019;6,76
05.04.2019;6,813
04.04.2019;6,815
03.04.2019;6,81
02.04.2019;6,823
01.04.2019;6,766
29.03.2019;6,783
28.03.2019;6,79
27.03.2019;6,78
26.03.2019;6,745
22.03.2019;6,734
21.03.2019;6,7
20.03.2019;6,82
19.03.2019;6,859
18.03.2019;6,89
15.03.2019;6,884
14.03.2019;6,915
13.03.2019;6,95
12.03.2019;6,955
11.03.2019;6,981
08.03.2019;6,99
07.03.2019;7,022
06.03.2019;7,043
05.03.2019;7,055
04.03.2019;7,069
01.03.2019;7,066
28.02.2019;7,062
27.02.2019;7,01
26.02.2019;7,016
25.02.2019;6,995
22.02.2019;7,035
21.02.2019;7,06
20.02.2019;7,049
19.02.2019;7,031
18.02.2019;7,047
15.02.2019;7,035
14.02.2019;7,065
13.02.2019;7,09
12.02.2019;7,064
11.02.2019;7,09
08.02.2019;7,037
07.02.2019;7,05
06.02.2019;7,004
05.02.2019;6,986
04.02.2019;6,993
01.02.2019;7,028
31.01.2019;7,01
30.01.2019;7,129
29.01.2019;7,14
28.01.2019;7,19
25.01.2019;7,18
24.01.2019;7,21
23.01.2019;7,23
22.01.2019;7,18
21.01.2019;7,159
18.01.2019;7,17
17.01.2019;7,19
16.01.2019;7,176
15.01.2019;7,15
14.01.2019;7,13
11.01.2019;7,11
10.01.2019;7,14
09.01.2019;7,086
08.01.2019;7,111
04.01.2019;7,2
03.01.2019;7,2
02.01.2019;7,14
28.12.2018;7,13
27.12.2018;7,15
21.12.2018;7,139
20.12.2018;7,16
19.12.2018;7,204
18.12.2018;7,265
17.12.2018;7,255
15.12.2018;7,279
14.12.2018;7,279
13.12.2018;7,242
12.12.2018;7,27
11.12.2018;7,307
10.12.2018;7,27
07.12.2018;7,273
06.12.2018;7,32
05.12.2018;7,34
04.12.2018;7,31
03.12.2018;7,31
02.12.2018;7,366
30.11.2018;7,366
29.11.2018;7,386
28.11.2018;7,473
27.11.2018;7,479
26.11.2018;7,438
23.11.2018;7,42
22.11.2018;7,38
21.11.2018;7,412
20.11.2018;7,464
19.11.2018;7,429
18.11.2018;7,383
17.11.2018;7,383
16.11.2018;7,383
15.11.2018;7,45
14.11.2018;7,458
13.11.2018;7,464
09.11.2018;7,455
08.11.2018;7,418
07.11.2018;7,396
06.11.2018;7,46
02.11.2018;95,289
01.11.2018;7,52
31.10.2018;7,539
30.10.2018;7,553
29.10.2018;7,585
26.10.2018;7,529
25.10.2018;7,509
24.10.2018;7,508
23.10.2018;7,44
22.10.2018;7,389
19.10.2018;7,384
18.10.2018;7,396
17.10.2018;7,375
16.10.2018;7,416
12.10.2018;7,455
11.10.2018;7,404
10.10.2018;7,34
09.10.2018;7,307
08.10.2018;7,313
05.10.2018;7,346
04.10.2018;7,323
03.10.2018;7,31
02.10.2018;7,273
01.10.2018;7,265
28.09.2018;7,254
27.09.2018;7,264
26.09.2018;7,273
25.09.2018;7,278
24.09.2018;7,256
21.09.2018;7,269
20.09.2018;7,257
19.09.2018;7,274
18.09.2018;7,265
17.09.2018;7,25
14.09.2018;7,275
13.09.2018;7,26
12.09.2018;7,3
11.09.2018;7,336
10.09.2018;7,358
07.09.2018;7,292
06.09.2018;7,26
05.09.2018;7,219
04.09.2018;7,2
03.09.2018;7,177
31.08.2018;7,186
30.08.2018;7,198
29.08.2018;7,187
28.08.2018;7,199
27.08.2018;7,158
24.08.2018;7,15
23.08.2018;7,17
22.08.2018;7,17
21.08.2018;7,211
17.08.2018;7,231
16.08.2018;7,239
15.08.2018;7,228
14.08.2018;7,22
13.08.2018;7,29
12.08.2018;7,225
10.08.2018;7,225
09.08.2018;7,215
08.08.2018;7,254
06.08.2018;7,26
03.08.2018;7,248
02.08.2018;7,289
01.08.2018;7,289
31.07.2018;7,266
30.07.2018;7,23
27.07.2018;7,23
26.07.2018;7,211
25.07.2018;7,22
24.07.2018;7,171
23.07.2018;7,16
19.07.2018;7,136
18.07.2018;7,14
17.07.2018;7,141
16.07.2018;7,127
13.07.2018;7,127
12.07.2018;7,108
11.07.2018;7,12
10.07.2018;7,087
09.07.2018;7,081
06.07.2018;7,075
05.07.2018;7,074
04.07.2018;7,064
03.07.2018;7,05
29.06.2018;7,099
28.06.2018;7,111
27.06.2018;7,117
26.06.2018;7,066
25.06.2018;7,077
22.06.2018;7,079
21.06.2018;7,124
20.06.2018;7,121
19.06.2018;7,088
18.06.2018;7,136
15.06.2018;7,1
14.06.2018;7,073
13.06.2018;7,059
12.06.2018;7,074
10.06.2018;7,04
09.06.2018;7,04
08.06.2018;7,04
07.06.2018;7,015
06.06.2018;6,976
05.06.2018;6,986
01.06.2018;7,026
31.05.2018;7,047
30.05.2018;7,025
29.05.2018;7,052
28.05.2018;6,999
26.05.2018;7,032
25.05.2018;7,032
24.05.2018;6,99
23.05.2018;7,051
22.05.2018;7,08
21.05.2018;7,08
20.05.2018;7,1
19.05.2018;7,1
18.05.2018;7,1
17.05.2018;7,059
16.05.2018;6,99
15.05.2018;7,005
12.05.2018;6,94
11.05.2018;6,94
10.05.2018;6,925
09.05.2018;6,994
08.05.2018;6,995
07.05.2018;6,861
05.05.2018;6,86
04.05.2018;6,86
03.05.2018;6,853
02.05.2018;6,834
01.05.2018;6,815
30.04.2018;6,815
28.04.2018;6,82
27.04.2018;6,82
26.04.2018;6,835
25.04.2018;6,84
24.04.2018;6,807
23.04.2018;6,813
21.04.2018;6,778
20.04.2018;6,778
19.04.2018;6,795
18.04.2018;6,76
17.04.2018;6,76
16.04.2018;6,755
14.04.2018;6,803
13.04.2018;6,803
12.04.2018;6,84
11.04.2018;6,8
10.04.2018;6,8
09.04.2018;6,845
07.04.2018;6,831
06.04.2018;6,831
05.04.2018;6,87
04.04.2018;6,91
03.04.2018;6,905
02.04.2018;6,925
29.03.2018;6,68
28.03.2018;6,68
27.03.2018;6,735
26.03.2018;6,82
24.03.2018;6,83
23.03.2018;6,83
22.03.2018;6,835
21.03.2018;6,823
20.03.2018;6,82
13.03.2018;6,9
12.03.2018;6,9
08.03.2018;7,05
07.03.2018;7,05
06.03.2018;7,01
05.03.2018;7,02
03.03.2018;7,05
02.03.2018;7,05
01.03.2018;7,035
28.02.2018;6,895
27.02.2018;6,858
26.02.2018;6,801
24.02.2018;6,83
23.02.2018;6,83
22.02.2018;6,841
21.02.2018;6,91
20.02.2018;6,924
19.02.2018;6,881
18.02.2018;6,885
17.02.2018;6,885
16.02.2018;6,885
15.02.2018;6,85
14.02.2018;6,85
13.02.2018;6,815
12.02.2018;6,811
10.02.2018;6,813
09.02.2018;6,813
08.02.2018;6,839
07.02.2018;6,745
06.02.2018;6,745
03.02.2018;6,69
02.02.2018;6,69
01.02.2018;6,63
31.01.2018;6,652
30.01.2018;6,7
29.01.2018;6,72
27.01.2018;6,735
26.01.2018;6,735
25.01.2018;6,709
24.01.2018;6,72
23.01.2018;6,777
22.01.2018;6,82
20.01.2018;6,79
19.01.2018;6,79
18.01.2018;6,784
17.01.2018;6,701
16.01.2018;6,68
15.01.2018;6,646
13.01.2018;6,624
12.01.2018;6,624
11.01.2018;6,58
10.01.2018;6,6
09.01.2018;6,6
06.01.2018;6,62
05.01.2018;6,62
04.01.2018;6,63
03.01.2018;6,63
02.01.2018;6,687
28.12.2017;6,689
27.12.2017;6,689
23.12.2017;6,75
22.12.2017;6,75
21.12.2017;6,759
20.12.2017;6,68
19.12.2017;6,7
18.12.2017;6,632
16.12.2017;6,695
15.12.2017;6,695
14.12.2017;6,78
13.12.2017;6,849
12.12.2017;6,9
11.12.2017;6,879
08.12.2017;6,768
07.12.2017;6,768
06.12.2017;6,713
05.12.2017;6,716
04.12.2017;6,76
02.12.2017;6,75
01.12.2017;6,75
30.11.2017;6,69
29.11.2017;6,755
28.11.2017;6,74
27.11.2017;6,823
25.11.2017;6,818
24.11.2017;6,818
23.11.2017;6,815
22.11.2017;6,831
21.11.2017;6,842
20.11.2017;6,851
18.11.2017;6,82
17.11.2017;6,82
16.11.2017;6,836
15.11.2017;6,934
14.11.2017;6,914
11.11.2017;6,896
10.11.2017;6,896
09.11.2017;6,855
08.11.2017;6,85
07.11.2017;6,87
04.11.2017;6,929
03.11.2017;6,929
02.11.2017;6,88
01.11.2017;6,879
31.10.2017;6,75
30.10.2017;6,732
29.10.2017;6,75
28.10.2017;6,75
27.10.2017;6,75
26.10.2017;6,748
25.10.2017;6,733
24.10.2017;6,75
23.10.2017;6,669
22.10.2017;6,635
21.10.2017;6,635
20.10.2017;6,635
19.10.2017;6,598
18.10.2017;6,605
17.10.2017;6,575
14.10.2017;6,547
13.10.2017;6,547
12.10.2017;6,57
11.10.2017;6,59
10.10.2017;6,59
09.10.2017;6,632
07.10.2017;6,622
06.10.2017;6,622
05.10.2017;6,61
04.10.2017;6,6
03.10.2017;6,63
02.10.2017;6,695
30.09.2017;6,689
29.09.2017;6,689
28.09.2017;6,762
27.09.2017;6,735
26.09.2017;6,698
25.09.2017;6,641
23.09.2017;6,635
22.09.2017;6,635
21.09.2017;6,68
20.09.2017;6,675
19.09.2017;6,661
18.09.2017;6,71
16.09.2017;6,668
15.09.2017;6,668
14.09.2017;6,66
13.09.2017;6,75
12.09.2017;6,697
11.09.2017;6,818
09.09.2017;6,819
08.09.2017;6,819
07.09.2017;6,895
06.09.2017;6,92
05.09.2017;6,94
04.09.2017;6,933
02.09.2017;6,92
01.09.2017;6,92
31.08.2017;6,919
30.08.2017;6,92
29.08.2017;6,927
28.08.2017;6,921
26.08.2017;6,905
25.08.2017;6,905
24.08.2017;6,92
23.08.2017;6,97
22.08.2017;6,98
19.08.2017;6,935
18.08.2017;6,935
17.08.2017;6,97
16.08.2017;6,96
15.08.2017;6,936
14.08.2017;6,92
12.08.2017;6,95
11.08.2017;6,95
10.08.2017;7,02
09.08.2017;7
08.08.2017;7,04
06.08.2017;7,13
05.08.2017;7,13
04.08.2017;7,13
03.08.2017;7,07
02.08.2017;7,041
01.08.2017;7,024
31.07.2017;7,011
29.07.2017;7,043
28.07.2017;7,043
27.07.2017;7,088
26.07.2017;7,22
25.07.2017;7,073
24.07.2017;6,98
22.07.2017;6,93
21.07.2017;6,93
20.07.2017;6,93
19.07.2017;6,93
18.07.2017;6,949
17.07.2017;6,864
16.07.2017;6,875
15.07.2017;6,875
14.07.2017;6,875
13.07.2017;6,9
12.07.2017;6,966
11.07.2017;7,035
10.07.2017;6,985
08.07.2017;7,013
07.07.2017;7,013
06.07.2017;7,02
05.07.2017;6,945
04.07.2017;6,816
02.07.2017;6,75
01.07.2017;6,75
30.06.2017;6,75
29.06.2017;6,77
28.06.2017;6,745
27.06.2017;6,621
25.06.2017;6,655
24.06.2017;6,655
23.06.2017;6,655
22.06.2017;6,658
21.06.2017;6,745
20.06.2017;6,74
17.06.2017;6,685
16.06.2017;6,685
15.06.2017;6,531
14.06.2017;6,52
13.06.2017;6,45
12.06.2017;6,42
10.06.2017;6,41
09.06.2017;6,41
08.06.2017;6,435
07.06.2017;6,372
06.06.2017;6,346
05.06.2017;6,35
03.06.2017;6,35
02.06.2017;6,35
01.06.2017;6,44
31.05.2017;6,47
30.05.2017;6,513
27.05.2017;6,53
26.05.2017;6,53
25.05.2017;6,559
24.05.2017;6,585
23.05.2017;6,56
22.05.2017;6,571
20.05.2017;6,6
19.05.2017;6,6
18.05.2017;6,59
17.05.2017;6,62
16.05.2017;6,63
15.05.2017;6,676
13.05.2017;6,62
12.05.2017;6,62
11.05.2017;6,62
10.05.2017;6,62
09.05.2017;6,525
08.05.2017;6,52
07.05.2017;6,505
06.05.2017;6,505
05.05.2017;6,505
04.05.2017;6,52
03.05.2017;6,45
02.05.2017;6,447
29.04.2017;6,477
28.04.2017;6,477
27.04.2017;6,51
26.04.2017;6,578
25.04.2017;6,61
24.04.2017;6,67
22.04.2017;6,646
21.04.2017;6,646
20.04.2017;6,64
19.04.2017;6,65
18.04.2017;6,68
17.04.2017;6,814
12.04.2017;6,8
11.04.2017;6,8
10.04.2017;6,77
08.04.2017;6,755
07.04.2017;6,755
06.04.2017;6,74
05.04.2017;6,738
04.04.2017;6,75
03.04.2017;6,765
01.04.2017;6,83
31.03.2017;6,83
30.03.2017;6,827
29.03.2017;6,801
28.03.2017;6,85
27.03.2017;6,83
26.03.2017;6,8
25.03.2017;6,8
24.03.2017;6,8
23.03.2017;6,8
22.03.2017;6,9
21.03.2017;6,93
18.03.2017;6,964
17.03.2017;6,964
16.03.2017;6,967
15.03.2017;7,06
14.03.2017;7,082
13.03.2017;7,127
11.03.2017;7,254
10.03.2017;7,254
09.03.2017;7,25
08.03.2017;7,291
07.03.2017;7,213
06.03.2017;7,279
04.03.2017;7,23
03.03.2017;7,23
02.03.2017;7,23
01.03.2017;7,205
28.02.2017;7,159
27.02.2017;7,054
25.02.2017;7,057
24.02.2017;7,057
23.02.2017;7,041
22.02.2017;7,1
21.02.2017;7,13
20.02.2017;7,185
18.02.2017;7,14
17.02.2017;7,14
16.02.2017;7,04
15.02.2017;6,918
14.02.2017;6,93
13.02.2017;6,829
11.02.2017;6,805
10.02.2017;6,805
09.02.2017;6,801
08.02.2017;6,815
07.02.2017;6,861
06.02.2017;6,952
04.02.2017;6,93
03.02.2017;6,93
02.02.2017;6,94
01.02.2017;7,02
31.01.2017;6,99
30.01.2017;6,967
28.01.2017;6,9
27.01.2017;6,9
26.01.2017;6,935
25.01.2017;6,954
24.01.2017;6,94
23.01.2017;7,02
21.01.2017;7,03
20.01.2017;7,03
19.01.2017;7,084
18.01.2017;6,973
17.01.2017;6,94
16.01.2017;6,998
14.01.2017;6,975
13.01.2017;6,975
12.01.2017;6,929
11.01.2017;6,926
10.01.2017;7,03
07.01.2017;6,94
06.01.2017;6,94
05.01.2017;7,14
04.01.2017;7,224
03.01.2017;7,32
02.01.2017;7,34
30.12.2016;7,307
29.12.2016;7,307
28.12.2016;7,38
27.12.2016;7,354
26.12.2016;7,378
23.12.2016;7,371
22.12.2016;7,371
21.12.2016;7,37
20.12.2016;7,45
19.12.2016;7,45
17.12.2016;7,575
16.12.2016;7,575
15.12.2016;7,54
14.12.2016;7,494
13.12.2016;7,449
12.12.2016;7,46
10.12.2016;7,522
09.12.2016;7,52
08.12.2016;7,434
07.12.2016;7,434
06.12.2016;7,5
05.12.2016;7,503
03.12.2016;7,575
02.12.2016;7,575
01.12.2016;7,625
30.11.2016;7,555
29.11.2016;7,56
28.11.2016;7,579
26.11.2016;7,61
25.11.2016;7,61
24.11.2016;7,721
23.11.2016;7,751
22.11.2016;7,8
21.11.2016;7,9
19.11.2016;7,9
18.11.2016;7,9
17.11.2016;7,68
16.11.2016;7,611
15.11.2016;7,64
12.11.2016;7,775
11.11.2016;7,775
10.11.2016;7,65
09.11.2016;7,419
08.11.2016;7,35
05.11.2016;7,427
04.11.2016;7,427
03.11.2016;7,43
02.11.2016;7,555
01.11.2016;7,56
31.10.2016;7,469
29.10.2016;7,455
28.10.2016;7,455
27.10.2016;7,445
26.10.2016;7,38
25.10.2016;7,452
24.10.2016;7,35
22.10.2016;7,354
21.10.2016;7,235
20.10.2016;7,29
19.10.2016;7,29
18.10.2016;7,22
15.10.2016;7,17
14.10.2016;7,17
13.10.2016;7,215
12.10.2016;7,203
11.10.2016;7,21
10.10.2016;7,175
08.10.2016;7,344
07.10.2016;7,344
06.10.2016;7,25
05.10.2016;7,25
04.10.2016;7,32
03.10.2016;7,29
01.10.2016;7,15
30.09.2016;7,15
29.09.2016;7,145
28.09.2016;7,115
27.09.2016;7,154
26.09.2016;7,228
25.09.2016;7,177
24.09.2016;7,177
23.09.2016;7,177
22.09.2016;7,145
21.09.2016;7,269
20.09.2016;7,332
19.09.2016;7,385
17.09.2016;7,36
16.09.2016;7,36
15.09.2016;7,265
14.09.2016;7,28
13.09.2016;7,32
12.09.2016;7,23
10.09.2016;7,239
09.09.2016;7,24
08.09.2016;7,09
07.09.2016;7,15
06.09.2016;7,23
05.09.2016;7,387
03.09.2016;7,485
02.09.2016;7,485
01.09.2016;7,525
31.08.2016;7,58
30.08.2016;7,63
29.08.2016;7,571
27.08.2016;7,445
26.08.2016;7,445
25.08.2016;7,4
24.08.2016;7,445
23.08.2016;7,375
22.08.2016;7,4
20.08.2016;7,417
19.08.2016;7,417
18.08.2016;7,405
17.08.2016;7,47
16.08.2016;7,54
14.08.2016;7,56
13.08.2016;7,56
12.08.2016;7,56
11.08.2016;7,58
10.08.2016;7,585
09.08.2016;7,605
08.08.2016;7,606
06.08.2016;7,6
05.08.2016;7,6
04.08.2016;7,68
03.08.2016;7,73
02.08.2016;7,78
01.08.2016;7,741
30.07.2016;7,721
29.07.2016;7,721
28.07.2016;7,668
27.07.2016;7,68
26.07.2016;7,647
25.07.2016;7,7
23.07.2016;7,555
22.07.2016;7,555
21.07.2016;7,633
20.07.2016;7,839
19.07.2016;7,839
18.07.2016;7,78
16.07.2016;7,78
15.07.2016;7,78
14.07.2016;7,721
13.07.2016;7,7
12.07.2016;7,68
11.07.2016;7,67
10.07.2016;7,54
09.07.2016;7,54
08.07.2016;7,54
07.07.2016;7,63
06.07.2016;7,59
05.07.2016;7,56
03.07.2016;7,56
02.07.2016;7,56
01.07.2016;7,56
30.06.2016;7,653
29.06.2016;7,59
28.06.2016;7,771
27.06.2016;8,015
26.06.2016;8,105
25.06.2016;8,105
24.06.2016;8,105
23.06.2016;8,16
22.06.2016;8,18
21.06.2016;8,134
20.06.2016;8,06
18.06.2016;8,076
17.06.2016;8,076
16.06.2016;8,1
15.06.2016;8,039
14.06.2016;8
13.06.2016;8,132
11.06.2016;8,125
10.06.2016;8,125
09.06.2016;8,05
08.06.2016;8,082
07.06.2016;8,069
04.06.2016;8,065
03.06.2016;8,065
02.06.2016;8,05
01.06.2016;8,17
31.05.2016;8,22
28.05.2016;8,304
27.05.2016;8,304
26.05.2016;8,275
25.05.2016;8,3
24.05.2016;8,32
23.05.2016;8,325
21.05.2016;8,27
20.05.2016;8,27
19.05.2016;8,27
18.05.2016;8,2
17.05.2016;8,185
16.05.2016;8,244
14.05.2016;8,248
13.05.2016;8,248
12.05.2016;8,31
11.05.2016;8,33
10.05.2016;8,375
07.05.2016;8,41
06.05.2016;8,41
05.05.2016;8,412
04.05.2016;8,42
03.05.2016;8,38
02.05.2016;8,403
30.04.2016;8,39
29.04.2016;8,39
28.04.2016;8,3
27.04.2016;8,35
26.04.2016;8,409
25.04.2016;8,383
23.04.2016;8,34
22.04.2016;8,34
21.04.2016;8,355
20.04.2016;8,293
19.04.2016;8,27
18.04.2016;8,268
16.04.2016;8,389
15.04.2016;8,389
14.04.2016;8,35
13.04.2016;8,405
12.04.2016;8,475
11.04.2016;8,501
09.04.2016;8,499
08.04.2016;8,499
07.04.2016;8,498
06.04.2016;8,35
05.04.2016;8,285
04.04.2016;8,33
02.04.2016;8,36
01.04.2016;8,36
31.03.2016;8,45
30.03.2016;8,577
29.03.2016;8,607
28.03.2016;8,6
24.03.2016;8,62
23.03.2016;8,62
22.03.2016;8,58
19.03.2016;8,523
18.03.2016;8,523
17.03.2016;8,51
16.03.2016;8,755
15.03.2016;8,86
14.03.2016;8,86
12.03.2016;8,74
11.03.2016;8,74
10.03.2016;8,811
09.03.2016;8,891
08.03.2016;9,055
07.03.2016;8,89
05.03.2016;9,085
04.03.2016;9,03
03.03.2016;9,09
02.03.2016;9,22
01.03.2016;9,22
29.02.2016;9,22
27.02.2016;9,34
26.02.2016;9,34
25.02.2016;9,35
24.02.2016;9,3
23.02.2016;9,3
22.02.2016;9,24
20.02.2016;9,45
19.02.2016;9,45
18.02.2016;9,42
17.02.2016;9,42
16.02.2016;9,59
15.02.2016;9,67
14.02.2016;9,67
13.02.2016;9,67
12.02.2016;9,72
11.02.2016;9,53
10.02.2016;9,44
09.02.2016;9,34
08.02.2016;9,34
06.02.2016;9,36
05.02.2016;9,34
04.02.2016;9,38
03.02.2016;9,41
02.02.2016;9,41
01.02.2016;9,25
30.01.2016;9,297
29.01.2016;9,25
28.01.2016;9,35
27.01.2016;9,38
26.01.2016;9,38
25.01.2016;9,42
23.01.2016;9,34
22.01.2016;9,34
21.01.2016;9,35
20.01.2016;9,35
19.01.2016;9,24
18.01.2016;9,24
16.01.2016;9,13
15.01.2016;9,13
14.01.2016;9,17
13.01.2016;9,17
12.01.2016;9,14
11.01.2016;9,14
10.01.2016;9,14
09.01.2016;9,14
08.01.2016;9,14
07.01.2016;9,08
06.01.2016;9,03
05.01.2016;9,03
04.01.2016;9,03
31.12.2015;9
30.12.2015;9
29.12.2015;8,965
28.12.2015;9
18.12.2015;9,11
17.12.2015;9,04
16.12.2015;9,11
15.12.2015;9,113
14.12.2015;9,1
12.12.2015;9,05
11.12.2015;9,05
10.12.2015;8,92
09.12.2015;8,8
08.12.2015;8,8
07.12.2015;8,8
05.12.2015;8,79
04.12.2015;8,76
03.12.2015;8,72
02.12.2015;8,63
01.12.2015;8,72
30.11.2015;8,79
28.11.2015;8,79
27.11.2015;8,79
26.11.2015;8,79
25.11.2015;8,72
24.11.2015;8,72
23.11.2015;8,72
22.11.2015;8,75
21.11.2015;8,75
20.11.2015;8,71
19.11.2015;8,71
18.11.2015;8,69
17.11.2015;8,72
16.11.2015;8,72
13.11.2015;8,51
12.11.2015;8,51
11.11.2015;8,51
10.11.2015;8,46
09.11.2015;8,33
07.11.2015;8,33
06.11.2015;8,33
05.11.2015;8,33
04.11.2015;8,279
03.11.2015;8,3
02.11.2015;8,3
31.10.2015;8,3
30.10.2015;8,3
29.10.2015;8,3
28.10.2015;8,29
27.10.2015;8,3
26.10.2015;8,27
24.10.2015;8,21
23.10.2015;8,21
22.10.2015;8,21
21.10.2015;8,27
20.10.2015;8,27
19.10.2015;8,27
18.10.2015;8,19
17.10.2015;8,19
16.10.2015;8,16
15.10.2015;8,21
14.10.2015;8,22
13.10.2015;8,19
10.10.2015;8,19
09.10.2015;8,19
08.10.2015;8,19
07.10.2015;8,198
06.10.2015;8,14
05.10.2015;8,18
03.10.2015;8,28
02.10.2015;8,28
01.10.2015;8,47
30.09.2015;8,49
29.09.2015;8,62
28.09.2015;8,61
27.09.2015;8,43
26.09.2015;8,43
25.09.2015;8,43
24.09.2015;8,46
23.09.2015;8,45
22.09.2015;8,45
21.09.2015;8,22
19.09.2015;8,48
18.09.2015;8,48
17.09.2015;8,43
16.09.2015;8,5
15.09.2015;8,658
14.09.2015;8,6
12.09.2015;8,648
11.09.2015;8,534
10.09.2015;8,648
09.09.2015;8,72
08.09.2015;8,8
07.09.2015;8,719
05.09.2015;8,58
04.09.2015;8,58
03.09.2015;8,52
02.09.2015;8,45
01.09.2015;8,35
31.08.2015;8,33
29.08.2015;8,44
28.08.2015;8,44
27.08.2015;8,44
26.08.2015;8,32
25.08.2015;8,32
24.08.2015;8,37
22.08.2015;8,22
21.08.2015;8,22
20.08.2015;7,993
19.08.2015;7,961
18.08.2015;7,994
17.08.2015;7,97
15.08.2015;7,97
14.08.2015;7,97
13.08.2015;7,97
12.08.2015;7,99
11.08.2015;7,99
10.08.2015;7,93
07.08.2015;7,93
06.08.2015;7,93
05.08.2015;7,93
04.08.2015;7,93
03.08.2015;7,91
01.08.2015;7,785
31.07.2015;7,785
30.07.2015;7,81
29.07.2015;7,809
28.07.2015;7,81
27.07.2015;7,829
25.07.2015;7,84
24.07.2015;7,84
23.07.2015;7,79
22.07.2015;7,86
21.07.2015;7,92
20.07.2015;7,93
18.07.2015;7,93
17.07.2015;7,93
16.07.2015;7,91
15.07.2015;7,9
14.07.2015;7,94
13.07.2015;7,97
11.07.2015;7,94
10.07.2015;7,94
09.07.2015;7,9
08.07.2015;7,94
07.07.2015;7,938
06.07.2015;7,948
04.07.2015;7,957
03.07.2015;7,957
02.07.2015;7,926
01.07.2015;7,92
30.06.2015;7,92
29.06.2015;7,98
27.06.2015;7,98
26.06.2015;7,98
25.06.2015;7,82
24.06.2015;7,82
23.06.2015;7,74
22.06.2015;7,71
20.06.2015;7,705
19.06.2015;7,705
18.06.2015;7,75
17.06.2015;7,64
16.06.2015;7,63
15.06.2015;7,63
13.06.2015;7,636
12.06.2015;7,636
11.06.2015;7,67
10.06.2015;7,67
09.06.2015;7,67
08.06.2015;7,67
07.06.2015;7,67
06.06.2015;7,67
05.06.2015;7,67
04.06.2015;7,61
03.06.2015;7,52
02.06.2015;7,53
01.06.2015;7,5
30.05.2015;7,5
29.05.2015;7,5
28.05.2015;7,51
27.05.2015;7,58
26.05.2015;7,54
25.05.2015;7,54
23.05.2015;7,57
22.05.2015;7,518
21.05.2015;7,53
20.05.2015;7,56
19.05.2015;7,56
18.05.2015;7,51
16.05.2015;7,51
15.05.2015;7,51
14.05.2015;7,56
13.05.2015;7,58
12.05.2015;7,58
11.05.2015;7,56
09.05.2015;7,48
08.05.2015;7,48
07.05.2015;7,51
06.05.2015;7,51
05.05.2015;7,5
04.05.2015;7,37
01.05.2015;7,37
30.04.2015;7,37
29.04.2015;7,33
28.04.2015;7,33
27.04.2015;7,29
25.04.2015;7,29
24.04.2015;7,31
23.04.2015;7,39
22.04.2015;7,37
21.04.2015;7,37
20.04.2015;7,33
18.04.2015;7,33
17.04.2015;7,33
16.04.2015;7,365
15.04.2015;7,33
14.04.2015;7,366
13.04.2015;7,42
11.04.2015;7,43
10.04.2015;7,43
09.04.2015;7,4
08.04.2015;7,5
07.04.2015;7,46
06.04.2015;7,46
02.04.2015;7,58
01.04.2015;7,58
31.03.2015;7,71
30.03.2015;7,71
28.03.2015;7,6
